お名前(HN可),所属陣営,銘柄コード,年末時点で2倍になりそうな銘柄は？
☆にゃー☆,湘南投資勉強会,3498,霞が関キャピタル、中経で野心的な数字、まだ、ビジネスモデル崩れてない
ヒロシ,湘南投資勉強会,3498,霞ヶ関キャピタル 26.8予想を中経どおり出せば行きそう
KR,湘南投資勉強会,3498,霞ヶ関キャピタル 会社の成長性に変わりなし
フィナンシェ,神戸投資勉強会,3498,霞ヶ関キャピタル 株価のボラ大きいですが、高成長続けてほしいです。
たかね,湘南投資勉強会,3498,霞ヶ関キャピタル 急成長する中計を掲げており、業績次第では大きく上がりそう。
人間,湘南投資勉強会,3498,霞ヶ関キャピタル 金利が意外と上がらず成長性の高さが再認識される。
今亀庵,湘南投資勉強会,3498,霞ヶ関キャピタル　経営者の積極性
モモクリン,湘南投資勉強会,3498,霞ヶ関キャピタル 新中計で5年後純利益10倍500億を出した直後のCB発行で株価はフリーフォールしたが、今期90%増益予想と驚異の成長は健在。ここ数年決算は上振れ着地させており、決算通過に連れて有言実行が評価され株価が業績に追いつくことを期待。
TAKAS,湘南投資勉強会,3498,霞ヶ関キャピタル　成長性を考えれば今は割安。一年後には倍くらいはなってるでしょう(リベンジ)
キリン@神戸投資勉強会,神戸投資勉強会,3498,霞ヶ関キャピタル　毎年すみません
KZお,湘南投資勉強会,3498,霞が関キャピタル　もうええでしょ。
一心,湘南投資勉強会,3521,エコナック 業績回復と優待利回り
羽根,神戸投資勉強会,3529,アツギ　AVIが何かしてくるような‥
なべさん@高配当バリュー投資家,湘南投資勉強会,3538,"ウイルプラスホールディングス
予想PER6.5倍。M&Aで売上が2倍近く増えている。PMIに成功して利益率が大きく改善するなら面白い。去年大きめの自社株買いをやっていて、利益さえ出れば還元何かやって来そう。"
朝昼晩飯,湘南投資勉強会,3539,JMホールディングス　関西圏の店舗展開が始まるとの事
牛歩,神戸投資勉強会,3540,歯愛メディカル 同様にROEがぶっ飛んで上昇する。それと井村様の保有。株結局井村。とはいえ万年赤字の下着通販を連結したのはどうなんでしょうか。。。
アリエス,湘南投資勉強会,3551,ダイニック 業績好調でPBR0.25。倍になっても0.5にすぎない。還元姿勢に変化がみられれば大きく居所を変える可能性が高い。
くろせ,湘南投資勉強会,3556,リネットジャパン 不採算事業もだいぶ切り捨てたしPC買い替え特需でワンチャン…
end,湘南投資勉強会,3556,"リネットジャパン
Windows10サポート終了によるパソコン買い替え需要によりパソコンの廃棄増。
自治体との連携強く、ホームページでリネットジャパンを紹介している自治体も多い。(自治体から被リンク貰えるのでSEO強い。)
カンボジア事業の不正で売却益は激減したが、不採算事業をなんとか売れたので決算の見栄えが良くなる。"
とっしー,湘南投資勉強会,3558,ジェイドグループ　来期収穫期の中計
ポポ,湘南投資勉強会,3565,アセンテック 新会社の業績寄与に期待しています
mayumayu,湘南投資勉強会,3565,アセンテック　通期上方修正、増配
りょう,湘南投資勉強会,3565,アセンテック
りょう,湘南投資勉強会,3565,アセンテック
モモクリン,湘南投資勉強会,3565,アセンテック 仮想デスクトップ好調により連続上方修正。
やさあた,神戸投資勉強会,3624,アクセルマーク グロース上場維持基準充足期待
とっしー,湘南投資勉強会,3624,アクセルマーク　トレカ事業大化けの可能性
きしん,神戸投資勉強会,3648,AGS セキュリティ相場、次期中計で資本コストと株価について発表、好財務
お蝶,湘南投資勉強会,3652,DMP AI事業の伸び
hiro,湘南投資勉強会,3655,ブレインパッド　AI実装試験製版を2月にリリース、実用受注に期待
ともろん,湘南投資勉強会,3660,アイスタイル　11/8の湘南投資勉強会の動画を見て2Qの決算が出たタイミングで購入したい。
SASA,湘南投資勉強会,3660,アイスタイル　内需銘柄と期待をこめて
you,湘南投資勉強会,3660,"アイスタイル
25年貧乏銘柄。お財布が苦しくても満足度高い推し活の一種に化粧品。
1Q好数字で視聴率アップ中？2QのQQ減益（前回の資料に明記）を上回る利益を上げられるか！？需給の悪さを好業績で蹴散らしせたら余裕で2倍。"
やまにゃん,湘南投資勉強会,3660,アイスタイル　さすがにそろそろ評価してあげてほしい
mayumayu,湘南投資勉強会,3661,エムアップホールディングス　推し活銘柄
opopo,湘南投資勉強会,3663,セルシス　コンテンツ流通ソリューションが黒転すれば一発アリ。
mayumayu,湘南投資勉強会,3665,エニグモ　世界中にいるバイヤー網を使った海外旅行現地ツアー
ten,所属がわかりません。,3668,コロプラ
SASA,湘南投資勉強会,3673,ブロードリーフ　クラウド化進み利用料収入急増。
あんこ,湘南投資勉強会,3675,クロスマーケティング　業績回復基調。現状のper9は割安
bamboo7,その他,3679,じげん M&Aでの成長継続を期待
ほみ株,神戸投資勉強会,3679,じげん M&Aによる伸びを期待
けん,湘南投資勉強会,3681,"ブイキューブ　
業績は冴えないが、上場維持基準と新株予約権の思惑で優待に期待"
うわん,神戸投資勉強会,3683,サイバーリンクス 中経達成で配当30円にすると言ってる。そこまでいかなくても増配はしそうなので。トラスト事業が伸びそう。のれんの償却負担が軽くなっていくフェーズなのも良い。
X,神戸投資勉強会,3687,フィックスターズ 2025年は生成AI活用がテーマとして本格化、最先端のGPUでなくてもパフォーマンスを高められることが求められる
くま,特になし,3687,フィックスターズ　アメリカの量子コンピュータ銘柄ブームの恩恵に期待
yume,湘南投資勉強会,3687,フィックスターズ テーマとして人気、業績もいい。
kent,湘南投資勉強会,3687,フィックスターズ 自動運転•AI•量子技術､AI データセンター稼働
オニール好きの投資家,湘南投資勉強会,3687,フィックスターズ　米国のブームが日本市場にもやってくる
M,湘南投資勉強会,3687,フィックスターズ　量子コンピュータ
エアー,直近はkabuberryやパンローリングのIRセミナー等に参加しております。,3687,フィックスターズ　量子コンピューターのテーマ来るなら人気化しそう。
Bolsa,湘南投資勉強会,3687,フィックスターズ　量子コンピュータが電力を使わない半導体で注目
りんたん,湘南投資勉強会,3687,フィックスターズ 量子コンピュータの再度の盛り上がりを感じるのでPER上昇に期待
pekepeke,湘南投資勉強会,3687,フィックスターズ　量子コンピュータ関連として物色される可能性あり。
お多福。,湘南投資勉強会,3687,フィックスターズ　量子関連
つま,湘南投資勉強会,3687,フィックスターズ　量子関連株で業績好調。セクターでの底上げがあれば。
秋吉義明,湘南投資勉強会,3687,フィックスターズ 量子関連銘柄の思惑上げ
helen,特になし,3687,量子コンピュータ　自動運転など上昇余地あり
キユーピー,湘南投資勉強会,3687,フィックスターズ 量子コンピュータ関連。AI、ドローン、自動運転などトレンドになる分野が豊富で期待できそう。
猫三昧,神戸投資勉強会,3687,"フィックススターズ
量子コンピュター関連"
横浜ジロー,湘南投資勉強会,3691,デジタルプラス　永年の赤字及び会社の構造改革が完了し、黒字へ。時価総額が24億円。デジタルギフトが成長フェーズに入ったと思われる。次の決算で黒字が出ればストップ高になると思います。
たかね,湘南投資勉強会,3691,デジタルプラス 時価総額約32億と超小型。今期予想もコンサバらしいので、業績が順調に推移すれば上方修正や来期ガイダンスで上がりそう。
