	No.	お名前(HN可)	所属陣営	TYPE	銘柄コード	2倍になりそうな銘柄	理由	件数
193	1825	M	湘南投資勉強会	米国	TSLA	テスラ	テスラ　イーロンマスク　やっぱり米株が強い	9
194	1826	なかし	湘南投資勉強会	米国	TSLA	テスラ	テスラ トランプの影響	9
195	1827	猫三昧	神戸投資勉強会	米国	TSLA	テスラ	TESLA イーロンマスク陰の大統領。	9
196	305	hiro	湘南投資勉強会	東証GR	3692	FFRIセキュリティ	FFRI  防衛関連	8
197	306	かまやき	神戸投資勉強会	東証GR	3692	FFRIセキュリティ	FFRI トランプと有識者に急かされて。サイバー攻撃開示ニュースが増え、民意を集めてからサイバーセキュリティ政策が動く。	8
198	307	のり丸	湘南投資勉強会	東証GR	3692	FFRIセキュリティ	FFRIセキュリティ　セキュリティ関連はまだ上がる	8
199	308	タッチ	湘南投資勉強会	東証GR	3692	FFRIセキュリティ	"FFRIセキュリティ
防衛関連のテーマ性
防衛省、官公庁向けサービスの為支えが強い"	8
200	309	yss	湘南投資勉強会	東証GR	3692	FFRIセキュリティ	FFRIセキュリティ　官公庁向けサービス案件など増加。	8
201	310	フック船長	どこにも所属していない	東証GR	3692	FFRIセキュリティ	FFRIセキュリティ　官庁関連の売上がまだまだ上がりそう	8
202	311	まろまろ	湘南投資勉強会	東証GR	3692	FFRIセキュリティ	FFRI 3692 サイバーテロが増加し、国が補助金等を増額し研究開発に力を入れることになると予測。	8
203	312	ロカ	湘南投資勉強会	東証GR	3692	FFRIセキュリティ	FFRIセキュリティ 今年もサイバー攻撃が増えて高成長が続く。増配期待。	8
204	313	こりん《KRN》	湘南投資勉強会	東証PR	3696	セレス	セレス トランプさん当選で暗号通貨銘柄で業績や財務も良いため	8
205	314	ずーかー	湘南投資勉強会	東証PR	3696	セレス	セレス トランプ大統領・ビットコイン関連	8
206	315	M	湘南投資勉強会	東証PR	3696	セレス	セレス　ビットコイン	8
207	316	岩田屋	神戸投資勉強会	東証PR	3696	セレス	セレス　ポイントサイトで堅実に稼ぎつつ仮想通貨にも絡む	8
208	317	にゃり	湘南投資勉強会	東証PR	3696	セレス	セレス 暗号資産が貰える優待を新設。暗号資産の税制改正待ち。	8
209	318	カズ	湘南投資勉強会	東証PR	3696	セレス	セレス　暗号資産で更に上値にいきそう	8
210	319	Bolsa	湘南投資勉強会	東証PR	3696	セレス	セレス　暗号資産銘柄、トランプ政策でビットコインが年末150000ドルを見込む	8
211	320	トモ	湘南投資勉強会	東証PR	3696	セレス	セレス　仮想通貨関連でまた盛り上がりありそう	8
212	453	お多福。	湘南投資勉強会	東証PR	4204	積水化学工業	積水化学　ペロブスカイト	8
213	454	くろすけ	湘南投資勉強会	東証PR	4204	積水化学工業	積水化学　ペロブスカイト太陽電池の量産化に向けて動き出し。なんらかのモメンタムが付いて去年のフジクラみたいになることを期待。	8
214	455	TAKAS	湘南投資勉強会	東証PR	4204	積水化学工業	積水化学　ペロブスカイト銘柄(伊勢化学は上げてしまってるので、こちらで)	8
215	456	にき	特に所属なし	東証PR	4204	積水化学工業	積水化学工業 　時価総額が大きいが国策銘柄のため	8
216	457	ににもも	湘南投資勉強会	東証PR	4204	積水化学工業	積水化学工業 ペロブスカイト太陽電池は既にテーマになっているが、今年も一度テーマ化したら強いのではないかと考えた。	8
217	458	まる	湘南投資勉強会	東証PR	4204	積水化学工業	積水化学工業　ペロブスカイト太陽電池実用化期待	8
218	459	だいふく	湘南投資勉強会	東証PR	4204	積水化学工業	積水化学工業 ペロブスカイト型太陽電池	8
219	460	蝦名美穂子	くまのもり	東証PR	4204	積水化学工業	積水化学太陽電池と住宅をコラボできる企業	8
220	601	こいけ	湘南投資勉強会	東証PR	4755	楽天グループ	楽天 モバイル黒字化	8
221	602	べいべー	湘南投資勉強会	東証PR	4755	楽天グループ	楽天グループ　モバイルが順調に伸びれば経済圏としては最強。KDDIよりも企業価値は高い。	8
222	603	ひろやん	無所属（一度、湘南投資勉強会に参加）	東証PR	4755	楽天グループ	楽天グループ 携帯事業の赤字縮小が加速。	8
223	604	めがね	神戸投資勉強会	東証PR	4755	楽天グループ	楽天グループ　携帯武門の黒字継続	8
224	605	ヒロユキ	初参加	東証PR	4755	楽天グループ	楽天グループ 四半期営利黒字化。単純に続伸して評価されると考える。	8
225	606	yss	湘南投資勉強会	東証PR	4755	楽天グループ	楽天グループ　モバイル事業など株主優待拡充により好調なため。	8
226	607	たぬ吉	湘南投資勉強会	東証PR	4755	楽天グループ	楽天　4755　来期以降ようやく黒字転換予想	8
227	608	piyopiyodawan	神戸投資勉強会	東証PR	4755	楽天グループ	楽天グループ。モバイル事業そろそろやめてもろて。	8
228	1079	kawasemi7	湘南投資勉強会	東証GR	7047	ポート	ポート　25年も人材紹介が業績をけん引、エネルギー事業もM&Aや提携で業績拡大が期待できる	8
229	1080	フィナンシェ	神戸投資勉強会	東証GR	7047	ポート	ポート そろそろ上がりませんか。。	8
230	1081	キリン@神戸投資勉強会	神戸投資勉強会	東証GR	7047	ポート	ポート　マクビーとおなじ	8
231	1082	おのこ	所属なし	東証GR	7047	ポート	ポート　人材とエネルギーで真のグロース企業。我慢し続けたので、2025年期待！	8
232	1083	まちゃ	湘南投資勉強会	東証GR	7047	ポート	ポート 魅力的な中計だが人気がでない。起爆すれば2倍も有り得る	8
233	1084	かもめ	湘南投資勉強会	東証GR	7047	ポート	ポート。成長してるのに株価軟調でさすがに低PER担ってきてるシリーズ。	8
234	1085	だいたーん	湘南投資勉強会	東証GR	7047	ポート	ポート足元の業績の伸びと優待導入など会社からの現在の株価の不満を感じる、上下に振れやすい印象のため、好調が続けば2倍も。	8
235	1086	たぬ吉	湘南投資勉強会	東証GR	7047	ポート	ポート7047　売上高　営業利益など成長力が高い	8
236	1474	Chiharu24	湘南投資勉強会	東証PR	9552	M＆A総研ホールディングス	M&A総研　割安高成長	8
237	1475	ISO	湘南投資勉強会	東証PR	9552	M＆A総研ホールディングス	M&A総研	8
238	1476	さざなみ	湘南投資勉強会	東証PR	9552	M＆A総研ホールディングス	M&A総研 　下がりすぎ、単純にリバ期待	8
239	1477	ベリーピザ	湘南投資勉強会	東証PR	9552	M＆A総研ホールディングス	M&A総研　業績好調だが、株価は振るわない。見直し期待。	8
240	1478	カズ	湘南投資勉強会	東証PR	9552	M＆A総研ホールディングス	M&A総研　成長の再評価・子会社のコンサル会社の成長期待	8
241	1479	えむじぇい	湘南投資勉強会	東証PR	9552	M＆A総研ホールディングス	M&A総研HD 他社と比較して大型案件の数が多い優位性。人数から質への転換の成果が見える年になるという想定。他で挙げたキャピと同様の理由。	8
242	1480	ひろやん	無所属（一度、湘南投資勉強会に参加）	東証PR	9552	M＆A総研ホールディングス	Ｍ＆Ａ総研ホールディングス 中小企業の後継者不足による需要増。	8
243	1481	ayame	湘南投資勉強会	東証PR	9552	M＆A総研ホールディングス	M&A総研。M&A関連銘柄が再評価され、再びPERが拡大することを見込んで。	8
244	1761	シンタロー	湘南投資勉強会	米国	ionQ	イオンキュー	ionQ IONQ 量子コンピュータサービスへの需要拡大	8
245	1762	まる	湘南投資勉強会	米国	IONQ	イオンキュー	IONQ イオンQ　量子コンピューターで話題なので（よく知らない）	8
246	1763	弁天。	湘南投資勉強会	米国	IONQ	イオンキュー	IONQ イオンQ 量子コンピュータ関連銘柄。米政府補助金、節電(常温で使用できる！)	8
247	1764	Yokabun	湘南投資勉強会	米国	IonQ	イオンキュー	IonQ　量子コンピュータ。ようやく動き出した。	8
248	1765	ののこ	湘南投資勉強会	米国	IONQ	イオンキュー	IONQ 量子コンピュータ関連のアメ株。	8
249	1766	円蔵	湘南投資勉強会	米国	IONQ	イオンキュー	IONQ　量子コンピューティングがAIの次の物色先として相場を牽引するのではないかと考えた　ピュアな量子コンピューティング銘柄でアマゾン、マイクロソフト、グーグルの3社とパートナーシップを組んでいる。	8
250	1767	ヒロ	湘南投資勉強会	米国	IONQ	イオンキュー	米国株 IONQ トラップイオン方式で既に躍進していてGoogle、Microsoft,Amazonとクラウドで提携。クラウド依存しないエンドツーエンドソリューションも展開している。3億6500万$の現金保有で財務良好。	8
251	1768	SAKANA	湘南投資勉強会	米国	IONQ	イオンキュー	米国株IONQ 量子コンピュータを開発している企業	8
252	1779	豚さがり	湘南投資勉強会	米国	NVDA	エヌビディア	NVDA　【予想】生成AI用の半導体売上がさらに進むと考えるため	8
253	1780	oct	湘南投資勉強会	米国	NVDA	エヌビディア	NVDA NVIDIA まだまだ続くよAI相場。最近自分の業務でもChat-GPT使う場面が増えていて、AIはなくてはならない存在。さらに普及が進むと思われる。	8
254	1781	boxman	湘南投資勉強会	米国	NVDA	エヌビディア	NVDA エヌビディア AI 需要ど真ん中がまだまだ続く	8
255	1782	がっしー会長	神戸投資勉強会	米国	NVDA	エヌビディア	NVDA エヌビディア　AI用データセンター関連で2024年に引き続き2025年も好調を維持する	8
256	1783	ごはん	湘南投資勉強会	米国	NVDA	エヌビディア	NVDA エヌビディア　天井知らず	8
257	1784	ヒロ	湘南投資勉強会	米国	NVDA	エヌビディア	NVDA 続々と行われる先手をうつ先行投資とハイパースケーラーの大規模なデータセンター計画。Rubinまでのロードマップも強固で、アナリストレポートとレーティングを読むとまだ好意的で何だかんだここに帰結する気がします。	8
258	1785	マッキー	湘南投資勉強会	米国	NVDA	エヌビディア	NVDAエヌビディア　継続して	8
259	1786	投資家N	神戸投資勉強会	米国	NVDA	エヌビディア	エヌビディア	8
260	1792	oct	湘南投資勉強会	米国	PLTR	パランティア・テクノロジーズ	PLTR Palantir Technologies 防衛/AI/サイバーテロ関連テーマ株。	8
261	1793	VASHI	湘南投資勉強会	米国	PLTR	パランティア・テクノロジーズ	PLTR パランティア　AIソリューション注目	8
262	1794	シンタロー	湘南投資勉強会	米国	PLTR	パランティア・テクノロジーズ	PLTR パランティア 米国の民間向け事業の成長加速	8
263	1795	かまやき	神戸投資勉強会	米国	PLTR	パランティア・テクノロジーズ	PLTR パランティア・テクノロジーズ　AIバブル	8
264	1796	ひろやん	無所属（一度、湘南投資勉強会に参加）	米国	PLTR	パランティア・テクノロジーズ	PLTR パランティア・テクノロジーズ 政府部門と商業部門の両方におけるAIソリューションの需要の高まり期待。	8
265	1797	nt164	湘南投資勉強会	米国	PLTR	パランティア・テクノロジーズ	PLTR パランティアテクノロジー　トランプ関連銘柄として	8
266	1798	さふらん	湘南投資勉強会	米国	PLTR	パランティア・テクノロジーズ	PLTR パランティアテクノロジーズ　サイバーセキュリティ　高度なデータ解析に強み。	8
267	1799	投資家N	神戸投資勉強会	米国	PLTR	パランティア・テクノロジーズ	パランティア	8
268	895	まろまろ	湘南投資勉強会	東証PR	6315	TOWA	"TOWA 6315
さすがにPER13倍は安い。最高益だし需給が閉まれば倍になってもおかしくない"	7
